color,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,avg distance to team mates,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,rank
orange,Ultronic2101,XBox,6732a9e0fd010900,4284,Fennec,394,1141,7,0,1,6,2,1,1,116.67,427,53.16,2691,2112,579,26,46,949,731,218,10,14,34.88,41.72,274,501,268,1499,524115,190.71,48.75,154.96,39.61,45.54,11.64,245.51,62.76,124.71,31.88,20.98,5.36,5.9,0.13,44,151.5,239.7,1912,1905,2061,3499,307.96,78.72,83.24,21.28,191.46,48.94,199.74,51.06,144.07,36.83,114.48,29.26,132.65,33.91,1,0,champion
orange,KontsaGoblin,Steam,76561198057857698,4284,Fennec,394,360,1,2,1,1,2,1,0,100,241,52.04,1896,1333,563,17,53,257,100,157,1,16,20.31,106.13,9,307,14,1298,433493,256.61,65.14,120.91,30.69,16.41,4.17,203.69,51.71,185.63,47.12,4.6,1.17,9.12,0.15,59,244.9,131.5,3160,3023,3309,3499,332.8,84.48,61.13,15.52,252.63,64.13,141.29,35.87,173.55,44.06,156.55,39.74,63.82,16.2,0,0,champion
blue,Sens,Steam,76561198025920791,23,Octane,294,778,3,0,3,7,5,1,0,42.86,403,51.42,1963,1429,534,19,48,614,351,263,4,24,19.88,51.89,146,479,51,1546,424596,123.5,42.46,135.12,46.46,32.23,11.08,161.38,55.49,112.42,38.65,17.04,5.86,6.84,0.07,98,146.9,132.8,2123,2096,2119,3076,235.65,81.02,55.19,18.98,141.77,48.75,149.07,51.25,101.84,35.02,90.92,31.26,98.08,33.72,2,1,champion
blue,Hoodie,Steam,76561198320100227,23,Octane,294,120,0,0,0,2,5,1,1,0,425,59.85,1855,1455,400,19,37,635,397,238,5,21,14.14,32.47,77,312,25,1571,433383,123.81,42.57,132.69,45.63,34.31,11.8,172.53,59.33,105.64,36.33,12.64,4.35,5.91,0.09,68,135.6,144.2,2473,2510,2293,3076,199.33,68.54,91.49,31.46,145.34,49.98,145.48,50.02,101.01,34.73,95.77,32.93,94.04,32.34,0,1,champion
orange,boonilla_,Epic,1d884913949b46589d124b7e8b54115d,1295,Takumi RX-T,294,582,1,0,4,2,9,3,1,50,415,51.65,1851,1376,475,16,44,165,65,100,1,9,28.51,43.2,277,206,34,1521,398684,141.32,48.66,111.26,38.31,37.82,13.02,166.39,57.3,117.88,40.59,6.13,2.11,4.37,0.1,45,126.3,166,1873,1635,2068,2585,198.18,68.24,92.23,31.76,216.5,74.55,73.9,25.45,172.95,59.56,75.04,25.84,42.41,14.6,2,1,champion
orange,MagiK ,Epic,41df2ff2788c42c88b029772964a9258,4284,Fennec,294,232,0,1,2,3,9,3,2,0,326,46.22,1583,1056,527,13,46,160,0,160,0,14,28.35,26.46,236,249,0,1454,382592,160.16,55.07,102,35.07,28.65,9.85,175.36,60.3,103.44,35.57,12.01,4.13,2.97,0.1,30,154.5,139.3,2197,1965,2317,2585,211.44,72.71,79.36,27.29,215.32,74.04,75.48,25.96,161.06,55.39,95.17,32.73,34.57,11.89,0,1,champion
blue,blue_man_07,Epic,f79838cb8f50466b8937a688f656a5fb,23,Octane,380,835,5,0,1,5,8,3,2,100,460,56.15,2783,2214,569,30,46,465,311,154,5,14,20.9,48.01,645,661,136,1531,520310,171.08,45.78,137.7,36.84,64.96,17.38,221.02,59.14,125.33,33.53,27.39,7.33,5.35,0.12,46,174,185.1,2610,2195,2998,3828,266.75,71.37,107,28.63,249.05,66.64,124.7,33.36,198.94,53.23,101.1,27.05,73.71,19.72,0,2,champion
blue,Dave.,Steam,76561198331766349,4284,Fennec,380,525,0,3,3,2,8,3,1,0,315,54.35,2068,1529,539,19,48,222,57,165,1,14,22.7,52.93,255,389,42,1542,516261,169.11,45.79,145.4,39.37,54.84,14.85,225.1,60.94,132.52,35.88,11.73,3.18,3.51,0.13,28,191.8,165.8,2675,2600,2727,3828,261.78,70.88,107.57,29.12,246.88,66.84,122.47,33.16,202.7,54.88,95.36,25.82,71.29,19.3,2,2,champion
orange,PijanyGo[,Epic,571d54f7c72a44f894de3341c369263b,4284,Fennec,380,524,2,1,1,4,7,5,1,50,422,50.37,2767,2199,568,27,52,398,151,247,3,23,54.58,64.06,593,521,149,1608,557584,160.32,42.23,138.51,36.48,80.82,21.29,228.75,60.25,148.68,39.16,2.22,0.58,3.44,0.09,39,209,147.7,2915,2643,3239,3205,295.48,77.83,84.18,22.17,241.88,63.71,137.78,36.29,193.79,51.04,102.02,26.87,83.84,22.08,3,0,champion
orange,tynq.,Epic,6f5f4a06153d4c1cb8a1e099360c66b4,4284,Fennec,380,333,1,0,1,4,7,5,4,25,418,38.54,2223,1364,859,15,67,699,363,336,4,28,45.68,18.97,263,141,36,1451,494565,196.18,52.51,137.59,36.83,39.82,10.66,205.08,54.89,159.99,42.83,8.52,2.28,4.48,0.11,40,146.4,202,2265,2259,2258,3205,273.91,73.32,99.69,26.68,218.55,58.5,155.04,41.5,165.06,44.18,101.86,27.27,106.67,28.55,1,2,champion
blue,KontsaGoblin,Steam,76561198057857698,4284,Fennec,355,268,0,0,1,2,9,4,0,0,382,48.92,2196,1623,573,21,51,445,227,218,4,20,34.34,33.91,42,208,27,1537,507286,153.05,43.5,157.03,44.64,41.72,11.86,177.7,50.51,165.16,46.95,8.93,2.54,9.56,0.16,60,181.4,153.8,2668,2247,2918,3299,248.24,70.56,103.55,29.44,235.96,67.07,115.83,32.93,175.29,49.83,109.28,31.06,67.23,19.11,0,1,champion
blue,NotWhalea;Steam;76561198312282951;12106,NotWhalea,Steam,76561198312282951,12106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,champion
orange,compleot,Epic,a767d8cd42cf4181974a1e4ca9e6f6fc,4284,Fennec,355,761,3,1,1,7,3,1,1,42.86,422,53.88,2576,2143,433,25,38,516,422,94,5,9,40.48,37.12,181,359,77,1465,478751,174.57,50.07,122.83,35.23,51.28,14.71,185.33,53.15,141.47,40.57,21.88,6.28,5.51,0.11,51,164.9,172.3,2003,2008,2126,3087,271.12,77.75,77.57,22.25,196.5,56.35,152.19,43.65,140.5,40.29,114.12,32.73,94.06,26.98,1,2,champion
orange,Matzae,Epic,120a3cb80dfc4604b871a7df0e14a798,4284,Fennec,355,422,1,2,1,2,3,1,0,50,398,50.06,2356,1777,579,22,50,794,590,204,7,18,26.33,43.56,320,444,122,1550,511438,157.98,44.91,148.14,42.11,45.64,12.97,212.17,60.31,134.41,38.21,5.19,1.48,7.16,0.08,85,178,162.4,2569,2466,2759,3087,275.59,78.34,76.18,21.66,199.97,56.85,151.8,43.15,152.27,43.29,106.27,30.21,93.23,26.5,0,1,champion
blue,TTV_versitive,Steam,76561198131941836,4284,Fennec,363,538,1,0,3,3,9,4,3,33.33,441,46.03,2407,1827,580,20,53,307,168,139,2,12,66.9,25.89,72,186,31,1466,492521,171.8,47.41,148.82,41.07,41.75,11.52,169.29,46.72,180.29,49.75,12.8,3.53,6.92,0.19,37,169.5,173.5,2554,2319,2793,3215,259.83,71.7,102.55,28.3,234.34,64.67,128.04,35.33,181.9,50.2,105.62,29.15,74.86,20.66,0,0,champion
blue,snorreulv,PS4,snorreulv,4284,Fennec,363,362,1,0,2,4,9,4,1,25,510,51.17,3164,2535,629,29,57,601,403,198,5,19,39.18,39.08,557,391,112,1611,535479,141.14,39.38,137.45,38.35,79.86,22.28,200.41,55.91,141.74,39.54,16.3,4.55,3.95,0.11,35,172.2,165.9,2365,2240,2479,3215,258.9,72.23,99.55,27.77,225.81,63,132.64,37,169.12,47.18,110.08,30.71,79.26,22.11,2,1,champion
orange,olmarinho,PS4,olmarinho,4284,Fennec,363,667,1,1,3,3,7,2,2,33.33,453,46.44,2571,2033,538,23,48,433,287,146,3,13,45.5,44.52,414,285,12,1542,510476,158.52,44.12,151.88,42.27,48.91,13.61,194.9,54.24,141.14,39.28,23.27,6.48,3.45,0.1,35,177.9,166.9,2438,2301,2595,3291,264.88,73.72,94.43,26.28,245.91,68.44,113.4,31.56,177.62,49.43,115.93,32.26,65.76,18.3,0,1,champion
orange,KontsaGoblin,Steam,76561198057857698,4284,Fennec,363,575,3,0,1,6,7,2,0,50,362,47.08,2050,1329,721,18,63,446,196,250,3,21,34.52,29.63,7,385,3,1535,512152,159.12,44.3,167.52,46.63,32.58,9.07,173.57,48.32,173.69,48.35,11.96,3.33,7.22,0.13,55,167.9,175.9,2677,2602,2767,3291,267.8,74.55,91.43,25.45,232.96,64.85,126.27,35.15,177.87,49.51,101.8,28.34,79.56,22.15,1,1,champion
blue,Trix,Steam,76561198352727496,23,Octane,387,826,2,2,4,3,10,5,2,66.67,420,45.76,2504,1963,541,21,46,524,385,139,4,12,60.33,36.71,520,136,14,1469,507398,198.35,51.96,140.19,36.72,43.23,11.32,219.2,57.42,143.09,37.48,19.47,5.1,9.57,0.1,95,193.9,164.8,2632,2495,2795,3547,298.33,78.15,83.43,21.85,255.25,66.86,126.52,33.14,185.92,48.7,128.38,33.63,67.46,17.67,0,1,champion
blue,SpexierTD,Epic,fffdc328c917415eab0d5374e7658beb,23,Octane,387,536,2,1,1,7,10,5,3,28.57,480,41.68,3066,2212,854,27,76,608,328,280,4,25,50.12,32.97,607,400,72,1720,591562,132.46,34.81,149.7,39.35,98.31,25.84,210.68,55.37,161.26,42.38,8.53,2.24,6.57,0.08,80,168,192.3,2690,2550,2840,3547,276.73,72.73,103.74,27.27,239.92,63.06,140.55,36.94,172.38,45.31,124.41,32.7,83.68,21.99,0,2,champion
orange,zaid9shaw,Epic,df24a2d6696048459d667d6ecfca2b4f,23,Octane,387,872,3,2,3,8,10,4,0,37.5,449,46.28,2701,2081,620,25,55,144,0,144,0,14,44.31,34.45,588,423,4,1583,552427,165.7,42.9,149.18,38.63,71.34,18.47,217.37,56.28,153.83,39.83,15.02,3.89,4.07,0.16,26,219,131.8,2216,1942,2455,3251,310.18,80.31,76.04,19.69,279.87,72.47,106.34,27.53,212.05,54.9,115.23,29.84,58.94,15.26,0,0,champion
orange,wingzzz.,Epic,ea6a3113b46d4359b3175eb51aa58c00,4284,Fennec,387,553,2,0,1,2,10,4,4,100,425,52.06,2596,1869,727,21,61,536,341,195,5,18,39.97,17.43,162,117,48,1599,559745,163.54,42.3,164.05,42.43,59.06,15.27,198.4,51.31,175.64,45.43,12.61,3.26,13.47,0.11,120,132.3,220.1,2452,2144,2733,3251,255.15,65.99,131.5,34.01,251.29,64.99,135.36,35.01,190.15,49.18,108.78,28.13,87.72,22.69,3,0,champion
blue,Cracky_John,Epic,e2cf89992f6042b0b61ff4877aae36f4,4284,Fennec,389,719,2,3,2,3,7,4,2,66.67,387,45.84,2588,1989,599,27,53,503,350,153,5,14,81.98,46.2,289,717,152,1516,523075,197.96,51.48,137.24,35.69,49.35,12.83,214.28,55.72,152.24,39.59,18.03,4.69,3.48,0.11,32,179.1,178.7,2235,2007,2431,3036,287.44,74.75,97.1,25.25,227.98,59.28,156.57,40.72,169.37,44.04,109.02,28.35,106.15,27.6,1,1,champion
blue,phil.686,Epic,1df0aa9e12744a24bf5316d1d1161293,23,Octane,389,559,3,0,0,6,7,4,2,50,395,48.69,2658,2150,508,24,46,701,559,142,6,12,46.76,59.3,312,281,40,1508,520821,196.2,50.91,133.63,34.67,55.57,14.42,221.91,57.58,155.6,40.37,7.88,2.04,4.29,0.1,44,186.4,176.7,2300,2310,2414,3036,284.13,73.73,101.26,26.27,234.53,60.86,150.86,39.14,158.72,41.18,137.21,35.6,89.46,23.21,0,1,champion
orange,Jiit.,Epic,3967f2a18cae46a6acf1edaf86de3382,4284,Fennec,389,661,2,1,4,2,9,5,2,100,340,43.15,2265,1680,585,19,53,272,200,72,2,6,77.74,41.54,79,234,0,1541,533533,176.11,45.7,151.94,39.43,57.31,14.87,195.18,50.65,177.4,46.04,12.77,3.31,4.76,0.15,31,165.6,190.4,2614,2317,2790,3162,267.19,69.34,118.16,30.66,274.57,71.25,110.79,28.75,199.45,51.76,122.87,31.89,63.03,16.36,2,1,champion
orange,Luck._yyy,Epic,d98ef564bb3641a699c35902525688d9,2269,Fast & Furious Nissan Skyline,389,456,2,1,0,5,9,5,3,40,327,51.25,1919,1143,776,16,61,470,281,189,4,16,26.11,45.43,148,480,121,1478,515450,200.94,51.71,137.38,35.36,50.25,12.93,249.71,64.27,132.33,34.06,6.52,1.68,5.65,0.12,48,189.8,167.6,2568,2413,2729,3162,285.71,73.53,102.86,26.47,277.77,71.49,110.8,28.51,205.81,52.97,123.48,31.78,59.27,15.25,0,0,champion
blue,ikazurp,PS4,ikazurp,23,Octane,509,1095,3,1,5,5,12,4,0,60,468,43.09,3887,2776,1111,33,86,931,611,320,7,27,56.52,73.05,763,531,90,1574,728110,230.22,45.83,177.14,35.26,95.02,18.91,286.43,57.01,199.7,39.75,16.25,3.23,5.92,0.13,46,227.6,251.5,2124,2021,2259,2920,363.45,72.35,138.92,27.65,318.03,63.31,184.34,36.69,233.66,46.51,153.97,30.65,114.75,22.84,1,1,champion
blue,KING_gonza6,PS4,KING_gonza6,23,Octane,509,566,2,1,0,5,12,4,4,40,458,43.15,3508,2552,956,28,87,455,235,220,3,20,113.86,39.46,979,265,64,1526,701461,229.11,46.09,188.51,37.92,79.52,16,301.05,60.56,173.87,34.97,22.22,4.47,8.07,0.14,59,262.7,225,2416,2473,2337,2920,360.86,72.59,136.28,27.41,333.17,67.02,163.97,32.98,245.09,49.3,151.65,30.5,100.4,20.2,2,3,champion
orange,Fc9.,Epic,ec557e6833ca4254a4a43bf8e14ed6e5,4284,Fennec,509,902,4,0,3,7,10,5,1,57.14,479,45.66,3785,2694,1091,32,99,623,260,363,3,34,54.68,41.28,752,205,3,1538,716669,232.23,46.16,174.58,34.7,96.28,19.14,310.89,61.79,180.21,35.82,12,2.39,10,0.09,113,224.8,255.7,2262,2103,2407,3083,369.19,73.38,133.91,26.62,300.21,59.67,202.89,40.33,223.85,44.5,156.26,31.06,122.98,24.44,3,1,champion
orange,d1d1UnKnOwN.,Epic,e1b5aea7266c486999a7c98af762babf,4284,Fennec,509,537,0,2,2,5,10,5,4,0,453,44.34,3651,2386,1265,28,96,790,407,383,5,30,66.74,44.62,380,426,104,1521,704816,244.71,48.75,179.53,35.77,77.68,15.48,310.07,61.78,164.96,32.87,26.88,5.36,7.46,0.13,58,256.9,217.6,2407,2399,2388,3083,372.22,74.16,129.7,25.84,318.49,63.46,183.42,36.54,222.1,44.25,189.89,37.83,89.92,17.92,1,2,champion
blue,jerrin,Epic,9f59abfc502e4f598f7900cecf3bdcac,4284,Fennec,362,897,3,2,3,4,10,4,2,75,380,53.74,2263,1702,561,21,53,449,305,144,4,15,35.05,40.99,232,419,103,1522,487065,177.67,49.57,120.44,33.61,60.28,16.82,195.38,54.51,137.24,38.29,25.78,7.19,3.8,0.06,62,144.6,190.5,2171,1830,2482,2976,272.17,75.94,86.23,24.06,217.38,60.65,141.02,39.35,166.58,46.48,102.99,28.74,88.82,24.78,1,1,champion
blue,zerox1173,Epic,00b66337782d4e9086ea21fa2144647f,4284,Fennec,362,587,3,1,1,4,10,4,2,75,347,60.28,2302,1824,478,20,43,209,0,209,0,18,48.45,29.38,154,200,4,1486,469885,180.05,50.87,134.46,37.99,39.43,11.14,227.2,64.19,120.94,34.17,5.8,1.64,6.12,0.11,58,192.4,136.8,2609,2594,2585,2976,270.09,76.31,83.84,23.69,235.79,66.62,118.14,33.38,176.03,49.74,125.01,35.32,52.89,14.94,0,1,champion
orange,clipzy,Steam,76561199059662065,4284,Fennec,362,704,3,1,1,4,8,6,4,75,392,49.41,2205,1494,711,19,62,281,29,252,1,21,35.01,18.53,103,188,70,1543,494467,172.24,48.06,130.25,36.35,55.87,15.59,186.77,52.12,148.62,41.47,22.97,6.41,7.69,0.13,61,194.4,134.2,2362,2232,2465,2919,274.95,76.72,83.41,23.28,231.58,64.62,126.78,35.38,169.15,47.2,115.28,32.17,73.93,20.63,1,1,champion
orange,Acquito,PS4,Acquito,23,Octane,362,394,1,1,1,6,8,6,2,16.67,381,43.83,2129,1666,463,18,43,460,286,174,3,16,55.66,35.53,304,145,25,1530,492197,164.9,45.84,141.42,39.31,53.43,14.85,185.84,51.66,155.51,43.23,18.41,5.12,1.24,0.11,11,134.6,196.2,2448,2261,2636,2919,234.53,65.19,125.23,34.81,213.92,59.46,145.83,40.54,164.56,45.74,92.27,25.65,102.93,28.61,1,0,champion
blue,mickey mousa 0,Epic,7ff9ebdcc6f34480a9170c1ccc9b39e7,4284,Fennec,377,569,0,0,5,2,12,1,0,0,419,44.97,2444,1848,596,22,52,368,225,143,3,12,85.84,32.31,368,362,74,1499,541739,162.64,44.18,136.28,37.02,69.25,18.81,187.58,50.95,170.17,46.22,10.42,2.83,6.15,0.09,66,197.8,171.2,2237,2225,2218,2514,291.14,79.08,77.04,20.92,253,68.72,115.17,31.28,207.34,56.32,91.49,24.85,69.33,18.83,0,3,champion
blue,yamowington,Epic,63ee9a62902d4ac6a54b1a82c3373b1e,23,Octane,377,495,0,0,4,3,12,1,1,0,436,43.51,2642,1872,770,22,66,169,0,169,0,14,76.05,24.43,283,190,0,1525,562091,180.44,47.83,127.2,33.71,69.65,18.46,191.87,50.85,171.65,45.49,13.78,3.65,12.91,0.12,111,177.6,200,1736,1541,1864,2514,276.41,73.26,100.88,26.74,243.74,64.6,133.55,35.4,188.3,49.91,121.43,32.18,67.56,17.91,3,0,champion
orange,Gboy do Brazil,Epic,ea83c94359be4a91956c7b84e390cfd3,4284,Fennec,377,597,1,0,3,7,5,0,0,14.29,518,51.79,3083,2252,831,30,64,1089,728,361,8,30,49.05,57.15,754,750,74,1589,581967,133.61,35.71,168.36,45,72.2,19.3,217.65,58.17,140.91,37.66,15.61,4.17,6.55,0.11,57,167.7,209.2,2488,2303,2553,3493,279.9,74.81,94.27,25.19,211.21,56.45,162.96,43.55,146.01,39.02,120.27,32.14,107.89,28.83,2,1,champion
orange,"""aloisn"""" """" b39""",Steam,76561198028761521,23,Octane,377,360,0,0,2,5,5,0,0,0,428,43.86,2717,1843,874,22,77,458,70,388,1,33,72,24.13,618,350,29,1589,572804,144.08,38.81,158.4,42.67,68.72,18.51,224.79,60.56,132.3,35.64,14.11,3.8,8.12,0.09,91,216.6,159.2,2390,2175,2615,3493,279.1,75.19,92.1,24.81,211.38,56.95,159.82,43.05,146.88,39.57,127.87,34.45,96.45,25.98,1,2,champion
blue,Mr_Cripple69,Epic,39f91117554f491e89b449dccf12e400,23,Octane,359,813,2,0,5,5,6,1,1,40,520,45.51,3003,2518,485,32,44,813,671,142,8,13,66.59,31.64,458,691,128,1705,562014,125.34,35.51,137.72,39.01,89.95,25.48,175.64,49.75,160.79,45.55,16.58,4.7,9.65,0.13,72,137.2,208.4,2417,2270,2617,3125,256.42,72.64,96.59,27.36,180.52,51.14,172.49,48.86,126,35.69,112,31.73,115,32.58,3,2,champion
blue,LilDurkLover,PS4,LilDurkLover,4284,Fennec,359,440,2,0,0,3,6,1,0,66.67,398,56.97,2375,1625,750,23,71,447,256,191,5,18,30.26,40.68,444,723,256,1572,522138,156.81,44.04,136.02,38.2,63.21,17.75,205.67,57.77,125.88,35.36,24.49,6.88,3.51,0.14,25,218.2,134,2372,2306,2457,3125,292.02,82.02,64.02,17.98,208.46,58.55,147.58,41.45,132.58,37.24,149.03,41.86,74.43,20.9,1,1,champion
