color,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,avg distance to team mates,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,rank
orange,C.Reach_Around,Epic,12d18acb686a402caec3a5a1cc0aee22,4284,Fennec,111,68,0,1,0,0,3,2,0,0,194,24.03,215,100,115,1,10,35,0,35,0,3,12.57,0.96,0,0,0,881,58872,97.24,92.86,7.27,6.94,0.21,0.2,92.24,88.09,12.47,11.91,0,0,0.49,0.16,3,19.5,70.6,4428,4250,4740,4660,68.13,65.07,36.58,34.93,48.52,46.33,56.2,53.67,31.37,29.96,26.01,24.84,47.33,45.2,0,0,silver
blue,W Blasted,Epic,e87433b4470044bfad20a3918b43134e,4284,Fennec,135,376,2,1,0,3,0,0,0,66.67,231,43.64,573,382,191,5,16,377,282,95,4,8,23.87,8.64,74,41,41,1359,167780,77.95,57.63,45.49,33.63,11.83,8.75,77.67,57.42,57.6,42.58,0,0,0,0,0,28.9,93.8,1751,1378,2018,2868,99.94,73.88,35.33,26.12,57.14,42.24,78.13,57.76,31.17,23.04,47.06,34.79,57.04,42.17,0,0,silver
blue,No03_Killer,PS4,No03_Killer,4284,Fennec,135,212,1,1,0,3,0,0,0,33.33,208,51.18,462,319,143,4,12,36,0,36,0,3,9.57,21.6,12,45,0,1305,160905,89.15,65.91,40.72,30.1,5.4,3.99,98.58,72.88,33.47,24.74,3.22,2.38,1.63,0.81,2,93.7,28.9,2935,2986,2828,2868,117.79,87.07,17.49,12.93,84.56,62.51,50.71,37.49,52.86,39.07,55.57,41.08,26.85,19.85,0,0,silver
orange,GoofysPipe,PS4,GoofysPipe,10901,Shokunin GXT,135,197,0,0,2,0,6,3,2,0,360,41.98,729,573,156,7,13,163,127,36,2,3,18.72,14.17,70,126,72,1472,182944,68.75,50.86,47.66,35.26,18.77,13.89,74.96,55.46,57.98,42.89,2.23,1.65,0.9,0.09,10,52.1,71.2,1942,1183,2555,2336,81.59,60.36,53.58,39.64,101.83,75.33,33.34,24.67,78.2,57.85,33.54,24.81,23.43,17.33,0,0,silver
orange,C.Reach_Around,Epic,12d18acb686a402caec3a5a1cc0aee22,4284,Fennec,135,87,0,0,1,0,6,3,1,0,353,29.73,700,303,397,4,34,120,0,120,0,10,22.2,5.89,141,96,0,1409,172723,78.55,58.1,44.79,33.13,11.86,8.77,93.3,69,36.91,27.3,5,3.7,3.15,0.14,22,71.6,51.4,2244,1830,2582,2336,74.62,55.19,60.58,44.81,103.26,76.37,31.95,23.63,76.16,56.33,44.66,33.03,14.38,10.64,0,0,silver
blue,taranchalus,XBox,dd297b0b00000900,3265,McLaren 570S,390,857,5,1,0,5,3,3,1,100,269,50.91,1674,1191,483,16,44,525,367,158,4,15,45.99,70.75,362,436,44,1332,448178,245.81,63.06,112.08,28.75,31.89,8.18,250.67,64.31,126.67,32.5,12.43,3.19,5.88,0.35,17,208.1,161.3,2297,2264,2351,3047,303.14,77.77,86.64,22.23,255.05,65.43,134.73,34.57,201.59,51.72,105.7,27.12,82.49,21.16,0,0,silver
blue,MARZ_ROVER24,PS4,MARZ_ROVER24,4284,Fennec,390,386,1,2,0,3,3,3,2,33.33,329,47.67,2110,1684,426,20,40,566,444,122,6,12,59.87,63.03,9,350,166,1344,471517,220.92,56.68,150.45,38.6,18.37,4.71,188.34,48.32,192.2,49.31,9.2,2.36,7.02,0.18,40,171,195.9,2786,2782,2809,3047,273.73,70.23,116.01,29.77,241.66,62.01,148.08,37.99,183.96,47.2,119.71,30.72,86.07,22.08,1,0,silver
orange,C.Reach_Around,Epic,12d18acb686a402caec3a5a1cc0aee22,4284,Fennec,390,536,1,2,2,2,8,6,5,50,276,35.25,1605,685,920,8,79,340,100,240,1,20,41.76,27.05,296,65,0,1381,484632,226.27,58.06,138.59,35.56,24.89,6.39,246.15,63.16,134.66,34.55,8.92,2.29,7.66,0.15,52,179.2,185.5,2479,2453,2502,2872,272.93,70.03,116.81,29.97,253.79,65.12,135.95,34.88,191.27,49.08,114.15,29.29,84.33,21.64,0,0,silver
orange,ShiGuyGaming,Epic,256138a0b6934365a156f32159eacda9,23,Octane,390,302,2,0,0,1,8,6,1,200,209,50.08,1373,788,585,11,50,162,61,101,1,9,14.64,58.71,240,311,38,1241,426190,287.28,74.9,79.2,20.65,17.06,4.45,276.55,72.1,96.54,25.17,10.45,2.72,1.76,0.29,6,196,173.9,2559,2279,2740,2872,261.49,68.18,122.04,31.82,256.77,66.95,126.76,33.05,190.19,49.59,125.12,32.62,68.22,17.79,0,1,silver
blue,Aguerooooooo204,XBox,331354bbfa010900,4284,Fennec,337,482,1,1,2,2,4,1,1,50,349,58.99,1958,1354,604,19,54,728,518,210,8,20,20.19,44.72,247,567,295,1343,432314,197.51,58.56,123.44,36.6,16.33,4.84,223.88,66.38,104.79,31.07,8.61,2.55,2.39,0.13,18,146.1,185.5,2088,2046,2135,2746,274.35,81.34,62.93,18.66,194.33,57.62,142.95,42.38,138.8,41.15,102.23,30.31,96.25,28.54,1,0,silver
